neg,neu,pos,compound,sentiment
0.102,0.843,0.056,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.809,0.191,0.5423,positive
0.163,0.837,0,-0.5423,negative
0.115,0.885,0,-0.3818,negative
0,0.782,0.218,0.5994,positive
0,1,0,0,neutral
0.292,0.708,0,-0.765,negative
0,0.885,0.115,0.7845,positive
0,0.914,0.086,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.124,0.681,0.195,0.4166,positive
0,1,0,0,neutral
0,0.856,0.144,0.4019,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.292,0.708,0,-0.8519,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.857,0.143,0.25,positive
0.143,0.686,0.171,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.861,0.139,0.0762,positive
0.29,0.588,0.122,-0.6124,negative
0.276,0.724,0,-0.7269,negative
0,0.811,0.189,0.4215,positive
0,1,0,0,neutral
0.358,0.642,0,-0.7717,negative
0.183,0.705,0.112,-0.1779,negative
0.119,0.881,0,-0.6597,negative
0,1,0,0,neutral
0,0.872,0.128,0.296,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.059,0.713,0.228,0.6941,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.267,0.733,0,-0.7351,negative
0.172,0.828,0,-0.4404,negative
0,0.806,0.194,0.4767,positive
0,0.827,0.173,0.3182,positive
0,1,0,0,neutral
0.438,0.562,0,-0.5994,negative
0.055,0.82,0.125,0.4364,positive
0.337,0.663,0,-0.6808,negative
0,1,0,0,neutral
0.058,0.833,0.108,0.296,positive
0,0.741,0.259,0.6369,positive
0.167,0.833,0,-0.296,negative
0,1,0,0,neutral
0,0.852,0.148,0.5719,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.909,0.091,0.4019,positive
0.194,0.55,0.257,0.6597,positive
0.206,0.794,0,-0.3818,negative
0.128,0.798,0.075,-0.2664,negative
0,0.913,0.087,0.2732,positive
0,0.894,0.106,0.2263,positive
0.048,0.952,0,-0.0516,negative
0,1,0,0,neutral
0.176,0.824,0,-0.4585,negative
0.12,0.88,0,-0.3818,negative
0,1,0,0,neutral
0.539,0.461,0,-0.9308,negative
0,0.862,0.138,0.34,positive
0.204,0.759,0.037,-0.8126,negative
0.229,0.647,0.124,-0.4215,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.172,0.609,0.219,0.0772,positive
0,1,0,0,neutral
0,0.942,0.058,0.34,positive
0.237,0.763,0,-0.7351,negative
0,0.861,0.139,0.2732,positive
0.096,0.749,0.155,0.2732,positive
0,0.884,0.116,0.3612,positive
0,0.828,0.172,0.4019,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.846,0.154,0.7096,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.893,0.107,0.5719,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.822,0.178,0.3818,positive
0.404,0.596,0,-0.8176,negative
0.161,0.839,0,-0.3612,negative
0,1,0,0,neutral
0,0.873,0.127,0.4404,positive
0.364,0.636,0,-0.6124,negative
0.126,0.874,0,-0.3182,negative
0.325,0.675,0,-0.802,negative
0.057,0.813,0.13,0.4215,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.071,0.929,0,-0.2263,negative
0.139,0.717,0.143,0.0258,neutral
0,0.868,0.132,0.6344,positive
0,1,0,0,neutral
0,0.8,0.2,0.3612,positive
0,1,0,0,neutral
0,0.829,0.171,0.4767,positive
0,1,0,0,neutral
0.229,0.771,0,-0.6326,negative
0.064,0.881,0.055,-0.0772,negative
0.245,0.755,0,-0.3818,negative
0.278,0.722,0,-0.6597,negative
0.203,0.724,0.072,-0.5719,negative
0.419,0.581,0,-0.8439,negative
0,0.898,0.102,0.3612,positive
0,0.758,0.242,0.4939,positive
0.1,0.9,0,-0.4404,negative
0.193,0.66,0.147,-0.0679,negative
0.29,0.71,0,-0.5423,negative
0.259,0.741,0,-0.2732,negative
0.192,0.527,0.281,0.2537,positive
0,0.704,0.296,0.7096,positive
0,0.816,0.184,0.4019,positive
0,1,0,0,neutral
0.281,0.719,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.096,0.846,0.058,-0.4523,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.095,0.905,0,-0.3182,negative
0,1,0,0,neutral
0.167,0.833,0,-0.296,negative
0.107,0.893,0,-0.4357,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.08,0.705,0.215,0.4939,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.135,0.865,0,-0.144,negative
0,1,0,0,neutral
0,0.811,0.189,0.2732,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.139,0.746,0.114,-0.128,negative
0,1,0,0,neutral
0,0.784,0.216,0.6398,positive
0.429,0.571,0,-0.4588,negative
0.181,0.625,0.194,0.0516,positive
0.118,0.882,0,-0.4215,negative
0.278,0.722,0,-0.8824,negative
0.195,0.65,0.155,-0.2023,negative
0,0.738,0.262,0.4397,positive
0,0.794,0.206,0.5994,positive
0,1,0,0,neutral
0.338,0.473,0.189,-0.296,negative
0,1,0,0,neutral
0.286,0.714,0,-0.6597,negative
0.364,0.636,0,-0.743,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.314,0.686,0,-0.7506,negative
0.253,0.747,0,-0.5267,negative
0,1,0,0,neutral
0,0.769,0.231,0.4019,positive
0,0.801,0.199,0.6908,positive
0.102,0.898,0,-0.3818,negative
0,1,0,0,neutral
0.09,0.719,0.192,0.4019,positive
0,0.786,0.214,0.4585,positive
0.186,0.759,0.055,-0.4767,negative
0.194,0.806,0,-0.5574,negative
0,0.909,0.091,0.0772,positive
0.112,0.609,0.279,0.5106,positive
0.398,0.602,0,-0.8497,negative
0,0.927,0.073,0.4404,positive
0,0.926,0.074,0.25,positive
0,1,0,0,neutral
0,0.852,0.148,0.3818,positive
0,1,0,0,neutral
0.157,0.843,0,-0.3818,negative
0,0.96,0.04,0.0772,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.865,0.135,0.4215,positive
0,0.819,0.181,0.6486,positive
0.046,0.787,0.167,0.5719,positive
0.111,0.889,0,-0.128,negative
0,0.828,0.172,0.3597,positive
0,1,0,0,neutral
0.171,0.829,0,-0.4767,negative
0.19,0.81,0,-0.6908,negative
0.109,0.891,0,-0.296,negative
0.213,0.787,0,-0.4019,negative
0,0.907,0.093,0.3818,positive
0,0.842,0.158,0.4926,positive
0,0.816,0.184,0.4023,positive
0,1,0,0,neutral
0.112,0.654,0.234,0.3818,positive
0,1,0,0,neutral
0.14,0.86,0,-0.3818,negative
0.193,0.807,0,-0.4767,negative
0.099,0.901,0,-0.296,negative
0.151,0.723,0.127,-0.1027,negative
0.069,0.79,0.141,0.3134,positive
0,1,0,0,neutral
0,0.94,0.06,0.2263,positive
0,1,0,0,neutral
0.243,0.757,0,-0.6326,negative
0.241,0.676,0.082,-0.7506,negative
0.056,0.872,0.072,0.1531,positive
0,0.69,0.31,0.5423,positive
0,0.823,0.177,0.4215,positive
0,0.758,0.242,0.4939,positive
0.232,0.634,0.134,-0.34,negative
0,1,0,0,neutral
0.245,0.755,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.665,0.335,0.6166,positive
0,1,0,0,neutral
0,0.876,0.124,0.3102,positive
0.286,0.714,0,-0.5574,negative
0.212,0.788,0,-0.5423,negative
0,0.811,0.189,0.2732,positive
0.234,0.766,0,-0.7003,negative
0.104,0.896,0,-0.3252,negative
0,0.852,0.148,0.3818,positive
0,1,0,0,neutral
0,0.811,0.189,0.2732,positive
0.193,0.695,0.112,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.828,0.172,0.4404,positive
0,0.848,0.152,0.34,positive
0.135,0.865,0,-0.3612,negative
0.096,0.824,0.08,-0.1531,negative
0,0.787,0.213,0.5574,positive
0,0.882,0.118,0.25,positive
0,1,0,0,neutral
0.249,0.751,0,-0.743,negative
0,0.862,0.138,0.6461,positive
0,0.87,0.13,0.2732,positive
0,1,0,0,neutral
0.119,0.881,0,-0.3182,negative
0.126,0.747,0.126,0,neutral
0,0.762,0.238,0.3612,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.082,0.824,0.093,0.0772,positive
0,1,0,0,neutral
0,0.92,0.08,0.4019,positive
0,0.839,0.161,0.6124,positive
0,0.875,0.125,0.4588,positive
0,1,0,0,neutral
0.162,0.838,0,-0.4019,negative
0.149,0.763,0.088,-0.3818,negative
0.109,0.82,0.07,0,neutral
0.086,0.817,0.097,0.0772,positive
0,1,0,0,neutral
0,0.936,0.064,0.0762,positive
0.173,0.827,0,-0.3182,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.825,0.175,0.5267,positive
0,0.846,0.154,0.25,positive
0,1,0,0,neutral
0.205,0.795,0,-0.5574,negative
0,1,0,0,neutral
0.143,0.596,0.261,0.4499,positive
0.451,0.549,0,-0.8122,negative
0.292,0.708,0,-0.7906,negative
0.07,0.813,0.117,0.2335,positive
0,0.906,0.094,0.34,positive
0.325,0.51,0.166,-0.3612,negative
0,0.816,0.184,0.6597,positive
0.04,0.809,0.15,0.5859,positive
0.091,0.909,0,-0.0772,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.736,0.264,0.7841,positive
0,1,0,0,neutral
0.285,0.588,0.127,-0.3595,negative
0.351,0.649,0,-0.8442,negative
0,1,0,0,neutral
0,0.854,0.146,0.5574,positive
0.268,0.732,0,-0.765,negative
0,0.903,0.097,0.128,positive
0,1,0,0,neutral
0,0.894,0.106,0.3818,positive
0.13,0.65,0.22,0.4404,positive
0,0.863,0.137,0.2263,positive
0.178,0.822,0,-0.886,negative
0,1,0,0,neutral
0,0.868,0.132,0.4939,positive
0.249,0.751,0,-0.743,negative
0,0.929,0.071,0.0772,positive
0,0.861,0.139,0.5267,positive
0,0.741,0.259,0.5994,positive
0,1,0,0,neutral
0.143,0.857,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.617,0.383,0.7351,positive
0,0.775,0.225,0.7983,positive
0,1,0,0,neutral
0.119,0.828,0.053,-0.4601,negative
0.114,0.886,0,-0.4767,negative
0.238,0.637,0.125,-0.7262,negative
0.291,0.709,0,-0.6249,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.53,0.47,0,-0.9423,negative
0.085,0.915,0,-0.1027,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.047,0.953,0,-0.3612,negative
0.248,0.752,0,-0.765,negative
0,0.902,0.098,0.0772,positive
0.053,0.758,0.189,0.6527,positive
0.069,0.866,0.065,-0.0258,neutral
0,0.806,0.194,0.6249,positive
0,0.896,0.104,0.4215,positive
0,0.588,0.412,0.9274,positive
0.106,0.683,0.211,0.6204,positive
0,1,0,0,neutral
0.146,0.854,0,-0.34,negative
0,0.821,0.179,0.34,positive
0,0.793,0.207,0.5267,positive
0.141,0.634,0.224,0.4019,positive
0.231,0.769,0,-0.6908,negative
0,0.761,0.239,0.5719,positive
0.113,0.781,0.106,-0.0516,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.148,0.852,0,-0.1877,negative
0.271,0.729,0,-0.8519,negative
0.093,0.796,0.111,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.37,0.63,0,-0.6908,negative
0.143,0.8,0.057,-0.4588,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.136,0.864,0,-0.296,negative
0,0.632,0.368,0.7506,positive
0.119,0.795,0.085,-0.1531,negative
0.06,0.94,0,-0.3818,negative
0.073,0.927,0,-0.2057,negative
0.162,0.838,0,-0.4404,negative
0.109,0.891,0,-0.5106,negative
0.143,0.857,0,-0.3612,negative
0.234,0.766,0,-0.6705,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.113,0.887,0,-0.1027,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.811,0.189,0.2732,positive
0,1,0,0,neutral
0.08,0.92,0,-0.4019,negative
0,1,0,0,neutral
0,0.769,0.231,0.5859,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.859,0.141,0.3182,positive
0.176,0.824,0,-0.6808,negative
0.102,0.898,0,-0.5267,negative
0,0.674,0.326,0.4404,positive
0.077,0.741,0.182,0.4767,positive
0.149,0.851,0,-0.2732,negative
0,0.892,0.108,0.3182,positive
0,0.824,0.176,0.4939,positive
0,0.909,0.091,0.2732,positive
0,0.89,0.11,0.3818,positive
0.223,0.777,0,-0.8519,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.811,0.189,0.5413,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.873,0.127,0.2263,positive
0,0.814,0.186,0.4939,positive
0,1,0,0,neutral
0.101,0.899,0,-0.2263,negative
0,0.782,0.218,0.5994,positive
0,1,0,0,neutral
0.383,0.617,0,-0.4767,negative
0.116,0.741,0.143,0.128,positive
0.176,0.824,0,-0.4939,negative
0,0.806,0.194,0.5574,positive
0,1,0,0,neutral
0.085,0.852,0.063,-0.1779,negative
0.403,0.597,0,-0.5267,negative
0.309,0.691,0,-0.7003,negative
0,1,0,0,neutral
0.136,0.864,0,-0.296,negative
0,1,0,0,neutral
0.167,0.833,0,-0.296,negative
0.067,0.881,0.052,-0.128,negative
0,0.833,0.167,0.4939,positive
0,1,0,0,neutral
0.357,0.596,0.047,-0.8074,negative
0,1,0,0,neutral
0.259,0.741,0,-0.2732,negative
0.278,0.635,0.087,-0.7717,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.851,0.149,0.5413,positive
0,1,0,0,neutral
0.142,0.648,0.211,0.1779,positive
0,1,0,0,neutral
0.261,0.649,0.09,-0.5318,negative
0,0.857,0.143,0.6124,positive
0,1,0,0,neutral
0.112,0.888,0,-0.34,negative
0.14,0.674,0.187,0.2263,positive
0,1,0,0,neutral
0,0.8,0.2,0.3612,positive
0.233,0.682,0.085,-0.5574,negative
0.152,0.848,0,-0.6486,negative
0,1,0,0,neutral
0.129,0.871,0,-0.4767,negative
0.194,0.806,0,-0.6249,negative
0,0.882,0.118,0.4939,positive
0,1,0,0,neutral
0,0.826,0.174,0.4215,positive
0.211,0.789,0,-0.34,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.707,0.293,0.7003,positive
0.204,0.796,0,-0.6249,negative
0,0.905,0.095,0.2263,positive
0,0.874,0.126,0.3818,positive
0,0.789,0.211,0.4939,positive
0.172,0.828,0,-0.3595,negative
0.243,0.588,0.169,-0.25,negative
0,1,0,0,neutral
0.125,0.769,0.106,0.128,positive
0,0.806,0.194,0.5574,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.867,0.133,0.3182,positive
0.167,0.833,0,-0.296,negative
0.151,0.685,0.164,0.0516,positive
0,1,0,0,neutral
0,0.734,0.266,0.4404,positive
0,1,0,0,neutral
0.285,0.586,0.13,-0.5719,negative
0,1,0,0,neutral
0.138,0.862,0,-0.34,negative
0,0.65,0.35,0.7906,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.206,0.794,0,-0.6369,negative
0.14,0.86,0,-0.5994,negative
0,0.931,0.069,0.1027,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.864,0.136,0.296,positive
0,1,0,0,neutral
0.123,0.769,0.108,-0.0772,negative
0,0.862,0.138,0.34,positive
0,1,0,0,neutral
0.145,0.749,0.106,-0.2263,negative
0,1,0,0,neutral
0.245,0.755,0,-0.3818,negative
0,0.772,0.228,0.6808,positive
0.095,0.905,0,-0.25,negative
0.102,0.651,0.247,0.4767,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.203,0.797,0,-0.3724,negative
0.197,0.744,0.058,-0.7055,negative
0,0.896,0.104,0.2732,positive
0,1,0,0,neutral
0,0.85,0.15,0.3182,positive
0,1,0,0,neutral
0,0.722,0.278,0.4019,positive
0,1,0,0,neutral
0,0.835,0.165,0.8074,positive
0.263,0.737,0,-0.3612,negative
0,0.791,0.209,0.5719,positive
0,1,0,0,neutral
0.162,0.711,0.126,-0.2263,negative
0.045,0.856,0.099,0.34,positive
0,0.855,0.145,0.296,positive
0,1,0,0,neutral
0.301,0.639,0.06,-0.6883,negative
0.167,0.833,0,-0.4215,negative
0.316,0.684,0,-0.7506,negative
0,1,0,0,neutral
0.353,0.647,0,-0.802,negative
0,1,0,0,neutral
0,0.855,0.145,0.743,positive
0,1,0,0,neutral
0.165,0.717,0.118,-0.2732,negative
0,0.684,0.316,0.5719,positive
0.321,0.679,0,-0.7964,negative
0,1,0,0,neutral
0,0.797,0.203,0.4215,positive
0.134,0.866,0,-0.5719,negative
0.163,0.633,0.204,-0.0258,neutral
0,1,0,0,neutral
0,0.843,0.157,0.6808,positive
0.187,0.813,0,-0.7351,negative
0,0.615,0.385,0.6705,positive
0,1,0,0,neutral
0.176,0.588,0.235,0.1779,positive
0,0.817,0.183,0.4019,positive
0,1,0,0,neutral
0.19,0.706,0.104,-0.3182,negative
0.202,0.68,0.118,-0.431,negative
0,1,0,0,neutral
0.167,0.833,0,-0.4215,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.857,0.143,0.25,positive
0,0.938,0.062,0.1531,positive
0,1,0,0,neutral
0,0.87,0.13,0.4019,positive
0,0.928,0.072,0.4019,positive
0,1,0,0,neutral
0.121,0.769,0.109,-0.0767,negative
0.307,0.693,0,-0.918,negative
0,1,0,0,neutral
0.107,0.893,0,-0.34,negative
0,0.919,0.081,0.3182,positive
0,1,0,0,neutral
0.158,0.842,0,-0.4939,negative
0,0.811,0.189,0.4215,positive
0,1,0,0,neutral
0,0.786,0.214,0.7184,positive
0.222,0.778,0,-0.7184,negative
0.109,0.769,0.122,0.0772,positive
0.145,0.658,0.197,0.2023,positive
0.077,0.923,0,-0.2732,negative
0,1,0,0,neutral
0.194,0.736,0.07,-0.5719,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.055,0.945,0,-0.1027,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.066,0.859,0.075,0.0772,positive
0.213,0.787,0,-0.4023,negative
0,1,0,0,neutral
0.144,0.776,0.08,-0.296,negative
0,1,0,0,neutral
0.076,0.924,0,-0.2023,negative
0,1,0,0,neutral
0.248,0.752,0,-0.6808,negative
0.056,0.884,0.06,0.0258,neutral
0,1,0,0,neutral
0.172,0.828,0,-0.3612,negative
0.424,0.576,0,-0.91,negative
0,0.94,0.06,0.2732,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.781,0.219,0.4939,positive
0,0.925,0.075,0.2732,positive
0,1,0,0,neutral
0,0.915,0.085,0.3818,positive
0,1,0,0,neutral
0.114,0.815,0.071,-0.2023,negative
0,1,0,0,neutral
0.105,0.706,0.189,0.25,positive
0.087,0.827,0.087,0,neutral
0,1,0,0,neutral
0,0.947,0.053,0.1027,positive
0,1,0,0,neutral
0.229,0.649,0.122,-0.4215,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.375,0.486,0.139,-0.8316,negative
0.132,0.868,0,-0.4404,negative
0.319,0.681,0,-0.7269,negative
0.129,0.779,0.092,-0.1316,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.897,0.103,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.873,0.127,0.1531,positive
0,1,0,0,neutral
0.304,0.599,0.097,-0.7043,negative
0,1,0,0,neutral
0.115,0.885,0,-0.296,negative
0,1,0,0,neutral
0.127,0.873,0,-0.1531,negative
0,1,0,0,neutral
0.207,0.793,0,-0.5267,negative
0,0.965,0.035,0.0258,neutral
0,1,0,0,neutral
0.091,0.909,0,-0.2732,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.177,0.823,0,-0.4767,negative
0.106,0.704,0.19,0.3911,positive
0.153,0.847,0,-0.4404,negative
0,0.842,0.158,0.6369,positive
0.095,0.81,0.095,0,neutral
0,0.803,0.197,0.4019,positive
0,1,0,0,neutral
0,0.825,0.175,0.4144,positive
0.048,0.855,0.097,0.3182,positive
0.312,0.688,0,-0.7096,negative
0,1,0,0,neutral
0.238,0.762,0,-0.6486,negative
0,0.881,0.119,0.4019,positive
0,0.824,0.176,0.4939,positive
0.077,0.874,0.049,-0.2023,negative
0,1,0,0,neutral
0,0.927,0.073,0.2263,positive
0,1,0,0,neutral
0.076,0.853,0.071,-0.0498,neutral
0,1,0,0,neutral
0.1,0.9,0,-0.2732,negative
0,0.951,0.049,0.0762,positive
0,1,0,0,neutral
0,0.961,0.039,0.0258,neutral
0,1,0,0,neutral
0.171,0.829,0,-0.5423,negative
0,0.621,0.379,0.6705,positive
0,1,0,0,neutral
0.075,0.925,0,-0.0772,negative
0,0.905,0.095,0.3182,positive
0.244,0.568,0.187,0,neutral
0,0.927,0.073,0.2263,positive
0.095,0.905,0,-0.2263,negative
0,0.93,0.07,0.2023,positive
0.108,0.766,0.126,0.1027,positive
0.14,0.776,0.084,-0.4215,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.075,0.754,0.171,0.4404,positive
0,0.778,0.222,0.5719,positive
0.247,0.753,0,-0.3182,negative
0,0.872,0.128,0.3612,positive
0,1,0,0,neutral
0.141,0.604,0.255,0.6757,positive
0.367,0.633,0,-0.9001,negative
0,1,0,0,neutral
0.181,0.758,0.061,-0.4678,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.823,0.177,0.4215,positive
0.245,0.755,0,-0.7579,negative
0.147,0.449,0.404,0.743,positive
0,1,0,0,neutral
0,0.851,0.149,0.4215,positive
0.152,0.739,0.109,-0.2732,negative
0,0.761,0.239,0.6166,positive
0,0.876,0.124,0.5499,positive
0,1,0,0,neutral
0.371,0.629,0,-0.7579,negative
0,0.789,0.211,0.4939,positive
0,0.723,0.277,0.8325,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.202,0.798,0,-0.6486,negative
0.427,0.573,0,-0.8807,negative
0.25,0.75,0,-0.4588,negative
0,1,0,0,neutral
0.263,0.341,0.396,0.3254,positive
0.215,0.785,0,-0.6249,negative
0.286,0.649,0.065,-0.7269,negative
0.088,0.83,0.082,-0.0654,negative
0.086,0.759,0.155,0.25,positive
0,1,0,0,neutral
0.265,0.735,0,-0.802,negative
0,0.791,0.209,0.4404,positive
0,0.838,0.162,0.4767,positive
0,0.903,0.097,0.1027,positive
0,1,0,0,neutral
0,0.928,0.072,0.3612,positive
0.311,0.689,0,-0.8591,negative
0.153,0.847,0,-0.6908,negative
0,0.726,0.274,0.5994,positive
0.245,0.755,0,-0.5994,negative
0,0.769,0.231,0.2023,positive
0,1,0,0,neutral
0.253,0.599,0.147,-0.3182,negative
0,1,0,0,neutral
0,0.917,0.083,0.2263,positive
0,0.833,0.167,0.25,positive
0.371,0.54,0.09,-0.8316,negative
0.224,0.776,0,-0.6833,negative
0,1,0,0,neutral
0.199,0.68,0.121,-0.3818,negative
0,0.882,0.118,0.25,positive
0,0.882,0.118,0.4939,positive
0,1,0,0,neutral
0,0.875,0.125,0.25,positive
0.088,0.807,0.105,0.128,positive
0.321,0.679,0,-0.8402,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.243,0.524,0.232,0.1962,positive
0,1,0,0,neutral
0.124,0.876,0,-0.34,negative
0,1,0,0,neutral
0.217,0.783,0,-0.5574,negative
0,1,0,0,neutral
0,0.87,0.13,0.34,positive
0,0.876,0.124,0.4019,positive
0.095,0.905,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.251,0.687,0.062,-0.7579,negative
0,1,0,0,neutral
0,0.658,0.342,0.6369,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.127,0.794,0.079,-0.2263,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.604,0.396,0.802,positive
0,1,0,0,neutral
0,0.884,0.116,0.1779,positive
0,1,0,0,neutral
0.1,0.9,0,-0.3252,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.266,0.734,0,-0.7003,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.905,0.095,0.3182,positive
0,0.914,0.086,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.821,0.179,0.34,positive
0.097,0.84,0.063,-0.2023,negative
0,1,0,0,neutral
0.309,0.691,0,-0.7402,negative
0,0.845,0.155,0.0258,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.082,0.612,0.306,0.765,positive
0.18,0.82,0,-0.6705,negative
0.167,0.833,0,-0.296,negative
0,1,0,0,neutral
0.1,0.9,0,-0.2732,negative
0,0.851,0.149,0.2732,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.81,0.19,0.4019,positive
0.261,0.739,0,-0.4902,negative
0,1,0,0,neutral
0,0.75,0.25,0.6124,positive
0.113,0.808,0.079,-0.3054,negative
0,0.775,0.225,0.4939,positive
0.359,0.641,0,-0.8555,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.14,0.86,0,-0.2755,negative
0.125,0.83,0.045,-0.5106,negative
0.117,0.78,0.102,-0.0772,negative
0,1,0,0,neutral
0.27,0.6,0.13,-0.2023,negative
0.207,0.793,0,-0.6652,negative
0,0.917,0.083,0.4019,positive
0.128,0.639,0.233,0.4215,positive
0,1,0,0,neutral
0,0.866,0.134,0.5719,positive
0.084,0.916,0,-0.2732,negative
0.339,0.661,0,-0.8481,negative
0.291,0.709,0,-0.6249,negative
0.116,0.884,0,-0.2411,negative
0,0.95,0.05,0.25,positive
0,0.867,0.133,0.1531,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.174,0.718,0.108,-0.1916,negative
0.145,0.642,0.214,0.4676,positive
0,1,0,0,neutral
0.173,0.827,0,-0.6597,negative
0.302,0.698,0,-0.5984,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.777,0.223,0.6486,positive
0.343,0.657,0,-0.872,negative
0,0.9,0.1,0.3724,positive
0.2,0.8,0,-0.4588,negative
0.085,0.726,0.189,0.5118,positive
0,0.71,0.29,0.6486,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.824,0.176,0.5423,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.085,0.915,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.195,0.805,0,-0.2924,negative
0,0.874,0.126,0.0772,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.122,0.824,0.054,-0.4215,negative
0,0.727,0.273,0.4588,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.128,0.872,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.208,0.792,0,-0.2732,negative
0.167,0.833,0,-0.296,negative
0.13,0.87,0,-0.34,negative
0,1,0,0,neutral
0,0.823,0.177,0.4215,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.172,0.828,0,-0.4404,negative
0.161,0.839,0,-0.3612,negative
0,0.917,0.083,0.4019,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.87,0.13,0.2732,positive
0,1,0,0,neutral
