neg,neu,pos,compound,sentiment
0.177,0.823,0,-0.4737,negative
0,1,0,0,neutral
0,0.843,0.157,0.6808,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.183,0.681,0.136,-0.2263,negative
0,1,0,0,neutral
0.061,0.789,0.149,0.6124,positive
0.091,0.909,0,-0.128,negative
0,1,0,0,neutral
0,0.681,0.319,0.8176,positive
0,0.846,0.154,0.6369,positive
0,0.81,0.19,0.5719,positive
0.213,0.683,0.104,-0.4019,negative
0,0.803,0.197,0.4019,positive
0.387,0.557,0.056,-0.8934,negative
0,0.914,0.086,0.2235,positive
0,0.902,0.098,0.0772,positive
0.115,0.827,0.059,-0.4767,negative
0,0.722,0.278,0.6597,positive
0,1,0,0,neutral
0.082,0.779,0.139,0.3182,positive
0,1,0,0,neutral
0.17,0.647,0.183,0.0408,neutral
0.167,0.833,0,-0.1531,negative
0.152,0.765,0.084,-0.2173,negative
0,0.781,0.219,0.4215,positive
0,0.881,0.119,0.4019,positive
0,0.922,0.078,0.0258,neutral
0.131,0.869,0,-0.2057,negative
0,0.762,0.238,0.3612,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.221,0.779,0,-0.5696,negative
0,0.865,0.135,0.4215,positive
0,1,0,0,neutral
0.216,0.784,0,-0.5106,negative
0,0.935,0.065,0.0129,neutral
0.138,0.688,0.175,0.1531,positive
0,1,0,0,neutral
0,0.884,0.116,0.3612,positive
0,1,0,0,neutral
0,0.827,0.173,0.3182,positive
0,0.89,0.11,0.2732,positive
0,1,0,0,neutral
0.1,0.582,0.318,0.6412,positive
0,0.887,0.113,0.4939,positive
0.293,0.707,0,-0.4404,negative
0,0.543,0.457,0.7096,positive
0,0.915,0.085,0.3612,positive
0,1,0,0,neutral
0.298,0.702,0,-0.836,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.189,0.811,0,-0.2732,negative
0.211,0.789,0,-0.34,negative
0,0.9,0.1,0.25,positive
0.402,0.49,0.108,-0.6124,negative
0,0.86,0.14,0.6908,positive
0,1,0,0,neutral
0.375,0.625,0,-0.802,negative
0,0.811,0.189,0.2732,positive
0,0.901,0.099,0.1655,positive
0,1,0,0,neutral
0.396,0.604,0,-0.7096,negative
0.138,0.862,0,-0.34,negative
0.205,0.795,0,-0.7717,negative
0,1,0,0,neutral
0.253,0.747,0,-0.6597,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.14,0.86,0,-0.0772,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.146,0.691,0.163,-0.1531,negative
0.13,0.87,0,-0.5574,negative
0.255,0.745,0,-0.34,negative
0,0.791,0.209,0.6486,positive
0,1,0,0,neutral
0.316,0.684,0,-0.8519,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.22,0.78,0,-0.3089,negative
0,1,0,0,neutral
0,0.833,0.167,0.4215,positive
0,0.833,0.167,0.5574,positive
0,0.833,0.167,0.4215,positive
0.054,0.946,0,-0.1695,negative
0.2,0.8,0,-0.4588,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.372,0.628,0,-0.8264,negative
0.203,0.569,0.228,0.1779,positive
0,0.815,0.185,0.6124,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.826,0.174,0.4939,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.213,0.787,0,-0.4019,negative
0.392,0.417,0.192,-0.5267,negative
0,0.828,0.172,0.4404,positive
0.367,0.633,0,-0.7003,negative
0,1,0,0,neutral
0,0.887,0.113,0.4939,positive
0,1,0,0,neutral
0,0.725,0.275,0.5859,positive
0,1,0,0,neutral
0,0.922,0.078,0.0258,neutral
0,0.741,0.259,0.4215,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.753,0.247,0.3182,positive
0.213,0.787,0,-0.6705,negative
0.104,0.896,0,-0.296,negative
0,1,0,0,neutral
0,0.849,0.151,0.4939,positive
0.219,0.781,0,-0.4215,negative
0,1,0,0,neutral
0,0.822,0.178,0.4404,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.722,0.278,0.6597,positive
0,0.892,0.108,0.1779,positive
0,1,0,0,neutral
0,0.909,0.091,0.0762,positive
0.194,0.806,0,-0.34,negative
0,1,0,0,neutral
0.228,0.619,0.152,-0.1513,negative
0,0.779,0.221,0.5267,positive
0,0.9,0.1,0.4588,positive
0,1,0,0,neutral
0,0.8,0.2,0.7178,positive
0,0.591,0.409,0.8268,positive
0.167,0.833,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.877,0.123,0.4215,positive
0.296,0.704,0,-0.2732,negative
0,0.899,0.101,0.5859,positive
0,0.769,0.231,0.4019,positive
0,0.859,0.141,0.3182,positive
0,1,0,0,neutral
0.268,0.732,0,-0.9001,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.075,0.812,0.114,0.0516,positive
0,1,0,0,neutral
0,0.682,0.318,0.6369,positive
0,0.806,0.194,0.3818,positive
0,0.868,0.132,0.4939,positive
0.156,0.617,0.227,0.2975,positive
0,0.841,0.159,0.5574,positive
0,1,0,0,neutral
0,0.619,0.381,0.5719,positive
0,1,0,0,neutral
0.205,0.683,0.112,-0.2263,negative
0,1,0,0,neutral
0.14,0.86,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.165,0.719,0.115,-0.1779,negative
0.375,0.625,0,-0.5574,negative
0.156,0.779,0.065,-0.4767,negative
0.206,0.571,0.223,0.0772,positive
0,1,0,0,neutral
0,0.837,0.163,0.5719,positive
0.1,0.9,0,-0.5994,negative
0,1,0,0,neutral
0.196,0.804,0,-0.5975,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.292,0.463,0.245,-0.25,negative
0,0.616,0.384,0.6808,positive
0,1,0,0,neutral
0.376,0.515,0.108,-0.7351,negative
0,1,0,0,neutral
0.274,0.726,0,-0.5267,negative
0,0.938,0.062,0.2023,positive
0.074,0.671,0.254,0.6249,positive
0.28,0.72,0,-0.8126,negative
0,1,0,0,neutral
0,0.642,0.358,0.7717,positive
0.155,0.752,0.093,-0.34,negative
0.163,0.769,0.068,-0.4767,negative
0,0.909,0.091,0.296,positive
0.189,0.811,0,-0.4215,negative
0.138,0.862,0,-0.34,negative
0,0.872,0.128,0.2263,positive
0.112,0.888,0,-0.34,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.845,0.155,0.296,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.892,0.108,0.1759,positive
0,0.874,0.126,0.3182,positive
0,0.71,0.29,0.5994,positive
0,0.794,0.206,0.3818,positive
0.143,0.504,0.353,0.6329,positive
0.321,0.679,0,-0.8211,negative
0,0.797,0.203,0.4215,positive
0,0.581,0.419,0.5574,positive
0.299,0.701,0,-0.6908,negative
0,1,0,0,neutral
0,0.884,0.116,0.4391,positive
0.459,0.541,0,-0.8807,negative
0.258,0.742,0,-0.886,negative
0,1,0,0,neutral
0,0.769,0.231,0.5994,positive
0,0.784,0.216,0.6705,positive
0.122,0.774,0.104,-0.0803,negative
0,0.795,0.205,0.2023,positive
0.297,0.703,0,-0.5859,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.331,0.669,0,-0.7845,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.133,0.734,0.133,0,neutral
0,1,0,0,neutral
0.209,0.581,0.209,0,neutral
0.157,0.754,0.089,-0.2732,negative
0.105,0.612,0.282,0.7351,positive
0,0.656,0.344,0.6369,positive
0,1,0,0,neutral
0.125,0.875,0,-0.25,negative
0.1,0.753,0.146,0.4588,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.694,0.306,0.296,positive
0.12,0.787,0.094,-0.1779,negative
0.583,0.417,0,-0.6801,negative
0,0.792,0.208,0.6124,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.105,0.729,0.166,0.128,positive
0,1,0,0,neutral
0.16,0.84,0,-0.2732,negative
0,1,0,0,neutral
0.22,0.78,0,-0.7579,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.256,0.744,0,-0.4767,negative
0.126,0.765,0.109,-0.0772,negative
0.346,0.654,0,-0.5719,negative
0,0.859,0.141,0.2023,positive
0,0.797,0.203,0.4215,positive
0,1,0,0,neutral
0.196,0.804,0,-0.296,negative
0.193,0.807,0,-0.6486,negative
0.168,0.783,0.049,-0.7269,negative
0,0.816,0.184,0.2023,positive
0,1,0,0,neutral
0,0.917,0.083,0.4215,positive
0,1,0,0,neutral
0.129,0.871,0,-0.4767,negative
0.09,0.766,0.144,0.296,positive
0.224,0.51,0.265,-0.3818,negative
0,0.906,0.094,0.4939,positive
0.346,0.654,0,-0.891,negative
0,1,0,0,neutral
0.136,0.864,0,-0.4199,negative
0.281,0.719,0,-0.6486,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.896,0.104,0.6369,positive
0.386,0.426,0.188,-0.3252,negative
0,0.889,0.111,0.128,positive
0,1,0,0,neutral
0,0.896,0.104,0.4215,positive
0,1,0,0,neutral
0.31,0.69,0,-0.5574,negative
0,0.802,0.198,0.4939,positive
0,1,0,0,neutral
0.229,0.626,0.146,-0.1491,negative
0,1,0,0,neutral
0.306,0.694,0,-0.8658,negative
0,1,0,0,neutral
0.1,0.8,0.1,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.877,0.123,0.4753,positive
0.282,0.718,0,-0.2411,negative
0.149,0.851,0,-0.5927,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.775,0.225,0.4939,positive
0.188,0.812,0,-0.6326,negative
0,0.845,0.155,0.6486,positive
0,1,0,0,neutral
0,0.851,0.149,0.4215,positive
0,0.884,0.116,0.2732,positive
0.342,0.658,0,-0.6369,negative
0,0.838,0.162,0.4019,positive
0.241,0.759,0,-0.5859,negative
0.181,0.819,0,-0.4364,negative
0,1,0,0,neutral
0,0.854,0.146,0.4101,positive
0,1,0,0,neutral
0.149,0.851,0,-0.1027,negative
0,0.777,0.223,0.5574,positive
0.085,0.915,0,-0.0772,negative
0,0.778,0.222,0.25,positive
0,1,0,0,neutral
0.43,0.57,0,-0.7783,negative
0.179,0.761,0.06,-0.4939,negative
0.235,0.49,0.275,0.1027,positive
0,1,0,0,neutral
0.098,0.804,0.098,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.063,0.873,0.063,0,neutral
0,1,0,0,neutral
0.281,0.719,0,-0.6486,negative
0.27,0.73,0,-0.743,negative
0,0.94,0.06,0.2023,positive
0,0.822,0.178,0.3818,positive
0.286,0.714,0,-0.4215,negative
0,0.825,0.175,0.5255,positive
0.233,0.684,0.084,-0.4902,negative
0,1,0,0,neutral
0.083,0.773,0.144,0.3918,positive
0.145,0.69,0.166,0.0772,positive
0.155,0.845,0,-0.296,negative
0,1,0,0,neutral
0,0.813,0.187,0.3182,positive
0.291,0.709,0,-0.6249,negative
0,1,0,0,neutral
0,0.775,0.225,0.4404,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.846,0.154,0.3724,positive
0.15,0.729,0.121,-0.1911,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.194,0.709,0.097,-0.1531,negative
0,1,0,0,neutral
0,0.8,0.2,0.25,positive
0.085,0.915,0,-0.4215,negative
0.136,0.864,0,-0.296,negative
0.487,0.513,0,-0.5859,negative
0,1,0,0,neutral
0.247,0.753,0,-0.5574,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.217,0.783,0,-0.5574,negative
0.197,0.803,0,-0.4019,negative
0.54,0.46,0,-0.5719,negative
0,0.918,0.082,0.2235,positive
0,1,0,0,neutral
0,0.802,0.198,0.4939,positive
0.128,0.872,0,-0.3612,negative
0.394,0.43,0.176,-0.7959,negative
0,1,0,0,neutral
0.417,0.583,0,-0.6486,negative
0.365,0.635,0,-0.5574,negative
0.05,0.882,0.068,0.1901,positive
0,1,0,0,neutral
0.164,0.706,0.129,-0.1511,negative
0,0.811,0.189,0.2732,positive
0.274,0.726,0,-0.5267,negative
0.196,0.804,0,-0.5994,negative
0.413,0.37,0.217,-0.5719,negative
0.114,0.429,0.457,0.7003,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.865,0.135,0.4215,positive
0,0.761,0.239,0.765,positive
0.243,0.757,0,-0.5399,negative
0,1,0,0,neutral
0,0.794,0.206,0.4867,positive
0,1,0,0,neutral
0,0.586,0.414,0.891,positive
0,0.865,0.135,0.4215,positive
0,0.922,0.078,0.1531,positive
0.252,0.644,0.104,-0.4588,negative
0.088,0.912,0,-0.4019,negative
0,1,0,0,neutral
0,0.811,0.189,0.4215,positive
0.197,0.803,0,-0.4019,negative
0.105,0.895,0,-0.25,negative
0.097,0.903,0,-0.4767,negative
0,0.796,0.204,0.3182,positive
0.281,0.719,0,-0.5994,negative
0.194,0.806,0,-0.5927,negative
0,0.851,0.149,0.2732,positive
0,1,0,0,neutral
0.144,0.856,0,-0.4939,negative
0.565,0.435,0,-0.8316,negative
0,1,0,0,neutral
0.297,0.703,0,-0.6705,negative
0,1,0,0,neutral
0.141,0.859,0,-0.4215,negative
0,0.803,0.197,0.4019,positive
0.138,0.862,0,-0.34,negative
0.12,0.7,0.18,0.2023,positive
0,0.894,0.106,0.2263,positive
0,0.849,0.151,0.4939,positive
0.056,0.944,0,-0.0191,neutral
0,1,0,0,neutral
0.077,0.923,0,-0.4588,negative
0,1,0,0,neutral
0.206,0.625,0.169,-0.1531,negative
0.202,0.798,0,-0.8779,negative
0.215,0.785,0,-0.6249,negative
0.085,0.81,0.105,0.128,positive
0.18,0.82,0,-0.6908,negative
0.368,0.543,0.089,-0.802,negative
0.246,0.754,0,-0.8176,negative
0.425,0.575,0,-0.7506,negative
0,1,0,0,neutral
0,0.865,0.135,0.507,positive
0,1,0,0,neutral
0,0.806,0.194,0.34,positive
0,0.85,0.15,0.3182,positive
0,1,0,0,neutral
0.085,0.915,0,-0.1027,negative
0.219,0.781,0,-0.4215,negative
0,0.891,0.109,0.296,positive
0,1,0,0,neutral
0.518,0.482,0,-0.6486,negative
0.182,0.818,0,-0.4404,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.859,0.141,0.3182,positive
0.127,0.873,0,-0.5423,negative
0.145,0.694,0.161,0.1398,positive
0.04,0.881,0.08,0.34,positive
0.099,0.901,0,-0.296,negative
0,0.808,0.192,0.2263,positive
0,1,0,0,neutral
0.072,0.825,0.103,0.2263,positive
0,0.833,0.167,0.4215,positive
0.133,0.798,0.069,-0.296,negative
0.134,0.701,0.166,0.128,positive
0.072,0.876,0.052,-0.1316,negative
0,1,0,0,neutral
0,0.872,0.128,0.4215,positive
0.196,0.804,0,-0.296,negative
0,1,0,0,neutral
0.124,0.876,0,-0.6249,negative
0.161,0.404,0.435,0.7269,positive
0,1,0,0,neutral
0,0.85,0.15,0.3182,positive
0,0.811,0.189,0.5984,positive
0,1,0,0,neutral
0,0.781,0.219,0.6369,positive
0,1,0,0,neutral
0.18,0.753,0.067,-0.6369,negative
0.211,0.789,0,-0.5859,negative
0,1,0,0,neutral
0,0.816,0.184,0.4019,positive
0.039,0.961,0,-0.0572,negative
0,1,0,0,neutral
0.273,0.727,0,-0.6705,negative
0,1,0,0,neutral
0.054,0.779,0.168,0.6908,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.32,0.68,0,-0.6908,negative
0,1,0,0,neutral
0.206,0.794,0,-0.5994,negative
0,0.723,0.277,0.3182,positive
0.15,0.85,0,-0.4588,negative
0,0.85,0.15,0.3182,positive
0.214,0.786,0,-0.9337,negative
0.32,0.68,0,-0.6908,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.895,0.105,0.25,positive
0.324,0.676,0,-0.5859,negative
0.417,0.583,0,-0.6486,negative
0.13,0.87,0,-0.2023,negative
0.084,0.916,0,-0.296,negative
0.16,0.613,0.227,0.2732,positive
0.126,0.874,0,-0.3182,negative
0.375,0.625,0,-0.7184,negative
0,1,0,0,neutral
0.292,0.708,0,-0.765,negative
0.437,0.563,0,-0.7351,negative
0.231,0.769,0,-0.34,negative
0,0.774,0.226,0.3612,positive
0,1,0,0,neutral
0,0.791,0.209,0.4404,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.274,0.726,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.753,0.247,0.3182,positive
0,1,0,0,neutral
0,0.846,0.154,0.4927,positive
0.265,0.735,0,-0.5574,negative
0,0.877,0.123,0.1027,positive
0.207,0.793,0,-0.5267,negative
0,1,0,0,neutral
0,0.883,0.117,0.6249,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.161,0.839,0,-0.3612,negative
0.181,0.819,0,-0.4767,negative
0.16,0.84,0,-0.2732,negative
0.074,0.926,0,-0.1531,negative
0,1,0,0,neutral
0.145,0.763,0.092,-0.3182,negative
0,1,0,0,neutral
0,0.794,0.206,0.6901,positive
0,0.89,0.11,0.4939,positive
0,0.686,0.314,0.4939,positive
0,0.803,0.197,0.4019,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.253,0.682,0.065,-0.765,negative
0.066,0.791,0.142,0.3374,positive
0.197,0.709,0.094,-0.3818,negative
0,0.916,0.084,0.3182,positive
0.231,0.769,0,-0.4404,negative
0.286,0.714,0,-0.5859,negative
0,1,0,0,neutral
0,0.789,0.211,0.34,positive
0.132,0.756,0.112,-0.1403,negative
0,1,0,0,neutral
0.131,0.869,0,-0.2411,negative
0,0.741,0.259,0.1027,positive
0.555,0.445,0,-0.8172,negative
0.09,0.793,0.117,0.1796,positive
0,0.798,0.202,0.4215,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.091,0.909,0,-0.34,negative
0.119,0.811,0.07,-0.2263,negative
0.254,0.746,0,-0.7778,negative
0,0.698,0.302,0.6369,positive
0.146,0.854,0,-0.4767,negative
0.13,0.817,0.053,-0.3818,negative
0,0.863,0.137,0.2263,positive
0,0.847,0.153,0.4404,positive
0,1,0,0,neutral
0.252,0.748,0,-0.5242,negative
0,0.881,0.119,0.2263,positive
0,0.686,0.314,0.4939,positive
0,1,0,0,neutral
0.248,0.752,0,-0.5106,negative
0,1,0,0,neutral
0.24,0.76,0,-0.6124,negative
0,1,0,0,neutral
0.142,0.858,0,-0.3595,negative
0.192,0.808,0,-0.5859,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.141,0.859,0,-0.4767,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.212,0.596,0.192,-0.0772,negative
0.095,0.905,0,-0.2263,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.659,0.341,0.7351,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.173,0.827,0,-0.3182,negative
0,0.711,0.289,0.891,positive
0.225,0.775,0,-0.4404,negative
0.471,0.529,0,-0.5358,negative
0.188,0.812,0,-0.4588,negative
0,0.863,0.137,0.4019,positive
0,0.625,0.375,0.7783,positive
0.141,0.859,0,-0.3182,negative
0,0.882,0.118,0.4939,positive
0.259,0.741,0,-0.3612,negative
0.158,0.724,0.118,-0.2263,negative
0,1,0,0,neutral
0.279,0.721,0,-0.4767,negative
0.189,0.811,0,-0.2732,negative
0,0.755,0.245,0.5994,positive
0,1,0,0,neutral
0,0.562,0.438,0.7906,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.172,0.828,0,-0.4019,negative
0,1,0,0,neutral
0.301,0.699,0,-0.5106,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.833,0.167,0.25,positive
0,1,0,0,neutral
0,0.833,0.167,0.4215,positive
0,1,0,0,neutral
0,0.833,0.167,0.4939,positive
0,1,0,0,neutral
0,0.797,0.203,0.4215,positive
0.236,0.764,0,-0.4019,negative
0.153,0.737,0.111,-0.2023,negative
0,0.899,0.101,0.4019,positive
0,0.877,0.123,0.4215,positive
0.281,0.719,0,-0.5994,negative
0,0.833,0.167,0.1531,positive
0.32,0.68,0,-0.6261,negative
0,1,0,0,neutral
0.222,0.667,0.111,-0.128,negative
0,1,0,0,neutral
0.093,0.741,0.167,0.1531,positive
0.074,0.926,0,-0.0516,negative
0,1,0,0,neutral
0,0.824,0.176,0.4939,positive
0.343,0.539,0.118,-0.6808,negative
0,0.909,0.091,0.25,positive
0.146,0.854,0,-0.34,negative
0,1,0,0,neutral
0,0.839,0.161,0.5267,positive
0.148,0.738,0.115,-0.2023,negative
0.098,0.902,0,-0.34,negative
0.19,0.81,0,-0.6908,negative
0,0.887,0.113,0.4939,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.34,0.66,0,-0.5574,negative
0.096,0.904,0,-0.5423,negative
0.24,0.76,0,-0.6249,negative
0,1,0,0,neutral
0.047,0.867,0.087,0.296,positive
0,0.913,0.087,0.2263,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.375,0.625,0,-0.6597,negative
0.33,0.511,0.159,-0.4588,negative
0.424,0.505,0.071,-0.8402,negative
0.198,0.802,0,-0.4939,negative
0,1,0,0,neutral
0.286,0.714,0,-0.25,negative
0.151,0.658,0.191,0.1531,positive
0.167,0.833,0,-0.296,negative
0,1,0,0,neutral
0,0.749,0.251,0.8658,positive
0.107,0.893,0,-0.0516,negative
0.098,0.8,0.102,0.0258,neutral
0.348,0.597,0.055,-0.9287,negative
0,1,0,0,neutral
0,0.887,0.113,0.4215,positive
0,1,0,0,neutral
0.054,0.946,0,-0.2732,negative
0.615,0.385,0,-0.8402,negative
0,1,0,0,neutral
0,0.886,0.114,0.4019,positive
0.092,0.8,0.108,0.1027,positive
0,0.861,0.139,0.2732,positive
0,1,0,0,neutral
0,0.878,0.122,0.3612,positive
0.092,0.696,0.212,0.5106,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.155,0.791,0.054,-0.5574,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.939,0.061,0.0772,positive
0.153,0.847,0,-0.4019,negative
0,0.856,0.144,0.5707,positive
0,0.584,0.416,0.7506,positive
0,0.93,0.07,0.128,positive
0,1,0,0,neutral
0.124,0.619,0.257,0.4724,positive
0,1,0,0,neutral
0.082,0.712,0.206,0.5423,positive
0,0.758,0.242,0.6249,positive
0,1,0,0,neutral
0.167,0.725,0.109,-0.2023,negative
0,1,0,0,neutral
0,0.663,0.337,0.824,positive
0.535,0.465,0,-0.7845,negative
0,1,0,0,neutral
0,0.853,0.147,0.4449,positive
0,1,0,0,neutral
0.07,0.854,0.076,0.0516,positive
0,1,0,0,neutral
0.297,0.538,0.164,-0.7351,negative
0,1,0,0,neutral
0,0.813,0.187,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.202,0.798,0,-0.5106,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.437,0.563,0,-0.4767,negative
0.14,0.86,0,-0.3818,negative
0.492,0.508,0,-0.7003,negative
0,0.2,0.8,0.4588,positive
0.398,0.602,0,-0.765,negative
0.093,0.728,0.179,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.188,0.812,0,-0.4588,negative
0.206,0.794,0,-0.3818,negative
0,0.833,0.167,0.4215,positive
0,1,0,0,neutral
0.138,0.657,0.204,-0.0258,neutral
0.18,0.82,0,-0.296,negative
0,1,0,0,neutral
0.323,0.677,0,-0.8591,negative
0,1,0,0,neutral
0.339,0.661,0,-0.6249,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.672,0.328,0.5994,positive
0,1,0,0,neutral
0.385,0.615,0,-0.8304,negative
0.175,0.691,0.134,-0.2484,negative
0,1,0,0,neutral
0.221,0.779,0,-0.5267,negative
0.075,0.808,0.117,0.1877,positive
0.308,0.564,0.128,-0.5423,negative
0,1,0,0,neutral
0.174,0.657,0.169,-0.0258,neutral
0.178,0.822,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.243,0.757,0,-0.7269,negative
0.067,0.795,0.138,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
