neg,neu,pos,compound,sentiment
0.059,0.865,0.076,0.1531,positive
0.383,0.617,0,-0.9313,negative
0,0.894,0.106,0.3612,positive
0.149,0.851,0,-0.4215,negative
0.082,0.918,0,-0.3818,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.897,0.103,0.4939,positive
0,0.777,0.223,0.3182,positive
0,1,0,0,neutral
0.125,0.875,0,-0.6124,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.773,0.227,0.6249,positive
0,0.805,0.195,0.3391,positive
0,0.762,0.238,0.6124,positive
0.091,0.909,0,-0.2732,negative
0.373,0.559,0.068,-0.7096,negative
0,1,0,0,neutral
0.149,0.851,0,-0.2732,negative
0,0.8,0.2,0.25,positive
0,1,0,0,neutral
0,0.939,0.061,0.0772,positive
0.166,0.637,0.197,0.128,positive
0.167,0.833,0,-0.4215,negative
0.153,0.847,0,-0.4404,negative
0.098,0.902,0,-0.5574,negative
0,1,0,0,neutral
0.099,0.901,0,-0.4318,negative
0.309,0.691,0,-0.7003,negative
0.214,0.629,0.157,-0.2263,negative
0,1,0,0,neutral
0.185,0.815,0,-0.3612,negative
0,0.693,0.307,0.4767,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.08,0.92,0,-0.25,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.813,0.187,0.3182,positive
0,1,0,0,neutral
0.176,0.824,0,-0.4927,negative
0,1,0,0,neutral
0.087,0.913,0,-0.25,negative
0,1,0,0,neutral
0.219,0.645,0.135,-0.3182,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.876,0.124,0.34,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.202,0.668,0.13,-0.5994,negative
0,1,0,0,neutral
0.054,0.874,0.072,0.1129,positive
0,1,0,0,neutral
0.15,0.85,0,-0.3182,negative
0,0.863,0.137,0.2263,positive
0,0.842,0.158,0.296,positive
0,1,0,0,neutral
0.234,0.649,0.117,-0.4019,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.1,0.727,0.173,0.3818,positive
0.375,0.625,0,-0.5859,negative
0,0.69,0.31,0.5423,positive
0,0.894,0.106,0.0772,positive
0.399,0.524,0.077,-0.8807,negative
0.231,0.769,0,-0.5994,negative
0,1,0,0,neutral
0.122,0.722,0.156,0.1531,positive
0.057,0.688,0.256,0.8442,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.101,0.754,0.145,0.382,positive
0,0.894,0.106,0.3089,positive
0,1,0,0,neutral
0,0.88,0.12,0.4588,positive
0,1,0,0,neutral
0,0.738,0.262,0.7783,positive
0.088,0.848,0.064,-0.1779,negative
0.157,0.72,0.123,-0.2023,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.638,0.362,0.5267,positive
0,0.721,0.279,0.6369,positive
0.112,0.888,0,-0.4404,negative
0,0.86,0.14,0.3818,positive
0.075,0.564,0.361,0.8934,positive
0.147,0.793,0.06,-0.5647,negative
0.078,0.815,0.107,0.2023,positive
0,1,0,0,neutral
0.268,0.629,0.103,-0.6041,negative
0.145,0.855,0,-0.296,negative
0.084,0.916,0,-0.296,negative
0.147,0.853,0,-0.4767,negative
0.2,0.8,0,-0.128,negative
0,1,0,0,neutral
0.305,0.695,0,-0.6908,negative
0.286,0.714,0,-0.5574,negative
0.245,0.755,0,-0.3818,negative
0,0.847,0.153,0.4404,positive
0,1,0,0,neutral
0.119,0.725,0.155,0.1779,positive
0,1,0,0,neutral
0,0.792,0.208,0.2732,positive
0.246,0.636,0.119,-0.4588,negative
0,1,0,0,neutral
0.164,0.836,0,-0.6908,negative
0,0.861,0.139,0.4404,positive
0,0.769,0.231,0.4019,positive
0,1,0,0,neutral
0.109,0.779,0.112,0.0258,neutral
0,1,0,0,neutral
0,0.787,0.213,0.4019,positive
0.224,0.776,0,-0.3818,negative
0.124,0.597,0.279,0.4767,positive
0.092,0.908,0,-0.0572,negative
0,1,0,0,neutral
0.194,0.806,0,-0.5859,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.15,0.85,0,-0.5672,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.172,0.828,0,-0.4019,negative
0.145,0.726,0.129,-0.1027,negative
0,1,0,0,neutral
0.167,0.833,0,-0.3818,negative
0,0.93,0.07,0.0516,positive
0.163,0.837,0,-0.5423,negative
0.053,0.947,0,-0.128,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.909,0.091,0.0772,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.793,0.207,0.5719,positive
0.116,0.884,0,-0.3612,negative
0,0.803,0.197,0.4019,positive
0.189,0.676,0.135,-0.3818,negative
0,1,0,0,neutral
0,0.759,0.241,0.7866,positive
0.097,0.752,0.15,0.296,positive
0,0.794,0.206,0.3818,positive
0.229,0.771,0,-0.6652,negative
0.193,0.725,0.082,-0.5719,negative
0,0.882,0.118,0.34,positive
0,1,0,0,neutral
0.167,0.833,0,-0.1027,negative
0.164,0.836,0,-0.6705,negative
0.243,0.663,0.094,-0.5719,negative
0,0.841,0.159,0.5574,positive
0.412,0.588,0,-0.8885,negative
0,0.891,0.109,0.0258,neutral
0,1,0,0,neutral
0,0.867,0.133,0.3182,positive
0.131,0.758,0.111,-0.1027,negative
0,1,0,0,neutral
0.058,0.83,0.112,0.3182,positive
0,0.714,0.286,0.25,positive
0.172,0.729,0.099,-0.34,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.745,0.255,0.4767,positive
0.38,0.62,0,-0.8481,negative
0.052,0.868,0.08,0.2023,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.843,0.157,0.4215,positive
0,0.774,0.226,0.3612,positive
0.261,0.739,0,-0.5984,negative
0,1,0,0,neutral
0,0.811,0.189,0.4215,positive
0,1,0,0,neutral
0.256,0.744,0,-0.875,negative
0,0.652,0.348,0.4939,positive
0.17,0.83,0,-0.4404,negative
0,1,0,0,neutral
0.149,0.771,0.08,-0.2023,negative
0,0.916,0.084,0.2732,positive
0,1,0,0,neutral
0.25,0.577,0.173,-0.296,negative
0.231,0.769,0,-0.4588,negative
0,0.815,0.185,0.3612,positive
0,0.838,0.162,0.4404,positive
0,1,0,0,neutral
0.167,0.833,0,-0.25,negative
0,0.706,0.294,0.6124,positive
0.209,0.791,0,-0.4019,negative
0.415,0.585,0,-0.8316,negative
0,1,0,0,neutral
0.346,0.594,0.059,-0.91,negative
0,1,0,0,neutral
0.117,0.682,0.201,0.3818,positive
0,0.746,0.254,0.7003,positive
0,0.846,0.154,0.25,positive
0,1,0,0,neutral
0.535,0.465,0,-0.3182,negative
0,0.927,0.073,0.4404,positive
0.161,0.576,0.263,0.3045,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.804,0.196,0.296,positive
0,0.823,0.177,0.5106,positive
0,0.761,0.239,0.5719,positive
0,0.828,0.172,0.6597,positive
0.107,0.893,0,-0.34,negative
0,1,0,0,neutral
0.145,0.69,0.166,0.0772,positive
0.128,0.782,0.091,-0.2263,negative
0,1,0,0,neutral
0,0.912,0.088,0.3612,positive
0,0.85,0.15,0.4497,positive
0.171,0.829,0,-0.5106,negative
0,0.781,0.219,0.6369,positive
0.424,0.576,0,-0.7096,negative
0,0.916,0.084,0.2732,positive
0,1,0,0,neutral
0,0.865,0.135,0.3612,positive
0.206,0.794,0,-0.3863,negative
0,0.797,0.203,0.4215,positive
0,1,0,0,neutral
0.086,0.733,0.181,0.3818,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.748,0.252,0.4019,positive
0.294,0.706,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.089,0.729,0.182,0.5729,positive
0,0.602,0.398,0.5106,positive
0.121,0.711,0.167,0.296,positive
0,1,0,0,neutral
0.074,0.926,0,-0.25,negative
0.127,0.788,0.085,-0.1779,negative
0.304,0.591,0.106,-0.69,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.146,0.854,0,-0.5574,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.163,0.837,0,-0.4019,negative
0,0.909,0.091,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.409,0.591,0,-0.8519,negative
0.152,0.848,0,-0.3612,negative
0.157,0.597,0.246,0.296,positive
0.112,0.888,0,-0.2263,negative
0.133,0.867,0,-0.3182,negative
0,1,0,0,neutral
0.188,0.717,0.096,-0.4019,negative
0.309,0.412,0.278,-0.0772,negative
0.172,0.828,0,-0.7003,negative
0.21,0.55,0.24,-0.0997,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.429,0.571,0,-0.875,negative
0.171,0.583,0.246,0.2023,positive
0,1,0,0,neutral
0,0.913,0.087,0.2263,positive
0,1,0,0,neutral
0,0.758,0.242,0.6249,positive
0,1,0,0,neutral
0.128,0.872,0,-0.296,negative
0.329,0.671,0,-0.6584,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.942,0.058,0.0772,positive
0,0.893,0.107,0.2023,positive
0.184,0.737,0.079,-0.4588,negative
0.136,0.644,0.22,0.3927,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.804,0.196,0.296,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.357,0.643,0,-0.7269,negative
0,0.89,0.11,0.2732,positive
0.109,0.891,0,-0.296,negative
0,1,0,0,neutral
0.237,0.763,0,-0.6808,negative
0.205,0.795,0,-0.5574,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.894,0.106,0.0772,positive
0,0.771,0.229,0.5951,positive
0.292,0.708,0,-0.7184,negative
0.256,0.744,0,-0.6705,negative
0,1,0,0,neutral
0,0.878,0.122,0.2057,positive
0.432,0.568,0,-0.8225,negative
0,1,0,0,neutral
0,0.863,0.137,0.4019,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.134,0.866,0,-0.4767,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.362,0.638,0,-0.8807,negative
0.183,0.699,0.118,-0.2586,negative
0.187,0.813,0,-0.6808,negative
0,1,0,0,neutral
0.307,0.693,0,-0.4767,negative
0.362,0.638,0,-0.6249,negative
0.349,0.651,0,-0.7579,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.271,0.729,0,-0.3818,negative
0.202,0.798,0,-0.5859,negative
0.103,0.897,0,-0.1531,negative
0,1,0,0,neutral
0,0.898,0.102,0.3818,positive
0.278,0.722,0,-0.4019,negative
0,1,0,0,neutral
0.031,0.803,0.166,0.8513,positive
0.133,0.867,0,-0.3182,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.833,0.167,0.4215,positive
0.149,0.851,0,-0.4215,negative
0.139,0.861,0,-0.4019,negative
0.153,0.682,0.165,0.0516,positive
0.149,0.718,0.133,-0.0772,negative
0,0.894,0.106,0.4939,positive
0,0.729,0.271,0.8375,positive
0,0.723,0.277,0.6966,positive
0.165,0.718,0.117,-0.0217,neutral
0,1,0,0,neutral
0.132,0.688,0.18,0.2263,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.721,0.279,0.8456,positive
0.245,0.755,0,-0.3818,negative
0.09,0.831,0.078,-0.0865,negative
0.118,0.882,0,-0.1877,negative
0,1,0,0,neutral
0.199,0.686,0.116,-0.3182,negative
0,0.836,0.164,0.6486,positive
0,1,0,0,neutral
0.144,0.856,0,-0.4019,negative
0.127,0.779,0.094,-0.2023,negative
0,1,0,0,neutral
0.18,0.82,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.2,0.8,0,-0.6124,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.163,0.755,0.082,-0.0752,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.118,0.882,0,-0.34,negative
0,0.861,0.139,0.4404,positive
0,1,0,0,neutral
0,0.748,0.252,0.7506,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.166,0.786,0.049,-0.6322,negative
0.144,0.76,0.096,-0.296,negative
0,0.857,0.143,0.128,positive
0,1,0,0,neutral
0.122,0.878,0,-0.3612,negative
0.42,0.542,0.037,-0.9231,negative
0,0.846,0.154,0.4767,positive
0.105,0.785,0.11,0.0258,neutral
0.157,0.843,0,-0.3818,negative
0.069,0.776,0.155,0.25,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.96,0.04,0.0772,positive
0,1,0,0,neutral
0.045,0.89,0.065,0.1531,positive
0,1,0,0,neutral
0.094,0.726,0.179,0.4588,positive
0.25,0.75,0,-0.4588,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.29,0.71,0,-0.4728,negative
0.241,0.759,0,-0.8481,negative
0.118,0.882,0,-0.25,negative
0,1,0,0,neutral
0.178,0.741,0.081,-0.3182,negative
0.404,0.596,0,-0.8316,negative
0,1,0,0,neutral
0.127,0.873,0,-0.4404,negative
0,0.902,0.098,0.3382,positive
0,1,0,0,neutral
0.115,0.885,0,-0.296,negative
0.094,0.812,0.094,0,neutral
0.128,0.872,0,-0.296,negative
0.341,0.659,0,-0.4767,negative
0,1,0,0,neutral
0.139,0.861,0,-0.4404,negative
0.189,0.811,0,-0.5667,negative
0,0.709,0.291,0.4767,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.264,0.736,0,-0.4995,negative
0,1,0,0,neutral
0,0.741,0.259,0.4215,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.25,0.75,0,-0.6124,negative
0.19,0.664,0.146,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.143,0.81,0.047,-0.528,negative
0.267,0.733,0,-0.7351,negative
0,1,0,0,neutral
0,0.862,0.138,0.4939,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.139,0.736,0.126,-0.0772,negative
0,1,0,0,neutral
0,0.854,0.146,0.4404,positive
0,1,0,0,neutral
0,0.519,0.481,0.5719,positive
0.181,0.819,0,-0.4767,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.087,0.913,0,-0.2023,negative
0,1,0,0,neutral
0,0.794,0.206,0.3804,positive
0.091,0.909,0,-0.34,negative
0,1,0,0,neutral
0.127,0.724,0.149,0.1416,positive
0,0.804,0.196,0.296,positive
0,1,0,0,neutral
0.072,0.928,0,-0.34,negative
0,0.845,0.155,0.0258,neutral
0,1,0,0,neutral
0.069,0.931,0,-0.1027,negative
0.154,0.846,0,-0.4939,negative
0.157,0.694,0.148,-0.0516,negative
0,1,0,0,neutral
0.187,0.685,0.128,-0.3182,negative
0,1,0,0,neutral
0.118,0.882,0,-0.25,negative
0,1,0,0,neutral
0.192,0.727,0.082,-0.5139,negative
0,1,0,0,neutral
0.304,0.696,0,-0.7003,negative
0,0.704,0.296,0.6369,positive
0,1,0,0,neutral
0.118,0.716,0.165,0.1779,positive
0,0.833,0.167,0.4215,positive
0.397,0.48,0.122,-0.743,negative
0.247,0.753,0,-0.3182,negative
0,1,0,0,neutral
0,0.805,0.195,0.4404,positive
0,1,0,0,neutral
0.265,0.735,0,-0.5574,negative
0,0.878,0.122,0.4939,positive
0,1,0,0,neutral
0,0.703,0.297,0.6705,positive
0.058,0.818,0.124,0.4696,positive
0,0.909,0.091,0.0516,positive
0.435,0.463,0.102,-0.6808,negative
0.31,0.69,0,-0.4019,negative
0,0.775,0.225,0.4939,positive
0.087,0.75,0.163,0.296,positive
0,0.755,0.245,0.3818,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.85,0.15,0.4576,positive
0.136,0.714,0.149,0.0516,positive
0.265,0.58,0.155,-0.3167,negative
0,0.775,0.225,0.4939,positive
0,0.94,0.06,0.1027,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.142,0.8,0.058,-0.4404,negative
0,1,0,0,neutral
0,0.838,0.162,0.4019,positive
0.388,0.545,0.067,-0.743,negative
0,1,0,0,neutral
0.173,0.481,0.346,0.3804,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.248,0.752,0,-0.6065,negative
0,1,0,0,neutral
0,0.794,0.206,0.3818,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.116,0.759,0.125,0.0516,positive
0.088,0.8,0.112,0.1531,positive
0,1,0,0,neutral
0.14,0.86,0,-0.4767,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.124,0.876,0,-0.4019,negative
0,0.909,0.091,0.0772,positive
0,0.796,0.204,0.4753,positive
0.158,0.842,0,-0.4588,negative
0,1,0,0,neutral
0.084,0.867,0.049,-0.3167,negative
0.348,0.652,0,-0.4939,negative
0,0.607,0.393,0.5983,positive
0.351,0.649,0,-0.926,negative
0,0.875,0.125,0.4588,positive
0,1,0,0,neutral
0.067,0.933,0,-0.4215,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.719,0.281,0.5994,positive
0,1,0,0,neutral
0.101,0.749,0.15,0.2732,positive
0,1,0,0,neutral
0.231,0.706,0.064,-0.7964,negative
0,1,0,0,neutral
0.155,0.72,0.125,-0.2732,negative
0,1,0,0,neutral
0.113,0.887,0,-0.5106,negative
0.167,0.833,0,-0.3818,negative
0,1,0,0,neutral
0,0.921,0.079,0.3818,positive
0,0.773,0.227,0.5256,positive
0,0.667,0.333,0.3612,positive
0.286,0.588,0.126,-0.4404,negative
0.161,0.839,0,-0.3182,negative
0,1,0,0,neutral
0.217,0.783,0,-0.6908,negative
0.179,0.641,0.18,0.0018,neutral
0.072,0.928,0,-0.2732,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.777,0.223,0.5574,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.281,0.719,0,-0.6908,negative
0,1,0,0,neutral
0.298,0.702,0,-0.7351,negative
0.223,0.734,0.042,-0.7506,negative
0.286,0.714,0,-0.765,negative
0,1,0,0,neutral
0.131,0.869,0,-0.5367,negative
0.193,0.807,0,-0.7876,negative
0.251,0.749,0,-0.6908,negative
0,0.913,0.087,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.727,0.273,0.4585,positive
0.217,0.783,0,-0.5719,negative
0.178,0.637,0.185,0.0258,neutral
0.214,0.786,0,-0.4588,negative
0.167,0.744,0.088,-0.4019,negative
0,0.898,0.102,0.1779,positive
0,0.868,0.132,0.4404,positive
0.254,0.746,0,-0.7003,negative
0,1,0,0,neutral
0.21,0.663,0.127,-0.128,negative
0.327,0.673,0,-0.5267,negative
0,0.909,0.091,0.4215,positive
0,1,0,0,neutral
0.547,0.288,0.165,-0.743,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.218,0.782,0,-0.6486,negative
0,1,0,0,neutral
0,0.857,0.143,0.3612,positive
0.125,0.875,0,-0.5719,negative
0.134,0.866,0,-0.5719,negative
0,0.768,0.232,0.5147,positive
0,1,0,0,neutral
0,0.854,0.146,0.5574,positive
0.114,0.886,0,-0.4003,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.937,0.063,0.2732,positive
0.453,0.547,0,-0.8779,negative
0,1,0,0,neutral
0.296,0.704,0,-0.8779,negative
0.22,0.78,0,-0.5859,negative
0,1,0,0,neutral
0,0.913,0.087,0.2732,positive
0.425,0.575,0,-0.7101,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.198,0.802,0,-0.4939,negative
0,0.895,0.105,0.4019,positive
0,1,0,0,neutral
0,0.957,0.043,0.128,positive
0.19,0.717,0.093,-0.5106,negative
0,1,0,0,neutral
0,0.875,0.125,0.25,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.254,0.746,0,-0.8338,negative
0,1,0,0,neutral
0.292,0.708,0,-0.5106,negative
0,0.62,0.38,0.8689,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.193,0.807,0,-0.4767,negative
0.094,0.906,0,-0.3612,negative
0,1,0,0,neutral
0.116,0.884,0,-0.2732,negative
0,0.854,0.146,0.4404,positive
0,0.861,0.139,0.2732,positive
0,0.729,0.271,0.3818,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.946,0.054,0.2263,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.239,0.761,0,-0.296,negative
0.144,0.856,0,-0.4019,negative
0.115,0.885,0,-0.5505,negative
0,1,0,0,neutral
0,0.819,0.181,0.6369,positive
0,1,0,0,neutral
0,0.888,0.112,0.2263,positive
0,1,0,0,neutral
0,0.4,0.6,0.7184,positive
0,1,0,0,neutral
0.155,0.845,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.079,0.857,0.064,-0.1779,negative
0.068,0.932,0,-0.2263,negative
0,0.833,0.167,0.34,positive
0,1,0,0,neutral
0,0.62,0.38,0.8689,positive
0,1,0,0,neutral
0,0.714,0.286,0.7506,positive
0,0.794,0.206,0.3818,positive
0.238,0.648,0.115,-0.4035,negative
0.389,0.433,0.178,-0.5267,negative
0.292,0.708,0,-0.8519,negative
0,1,0,0,neutral
0.14,0.86,0,-0.3818,negative
0,1,0,0,neutral
0.328,0.672,0,-0.5994,negative
0,0.789,0.211,0.4939,positive
0.138,0.766,0.096,-0.2732,negative
0,0.913,0.087,0.4404,positive
0.182,0.701,0.117,-0.34,negative
0,0.779,0.221,0.6597,positive
0,1,0,0,neutral
0.174,0.826,0,-0.5859,negative
0,1,0,0,neutral
0.153,0.847,0,-0.5574,negative
0.166,0.834,0,-0.3774,negative
0.328,0.672,0,-0.8316,negative
0.184,0.816,0,-0.4019,negative
0,0.818,0.182,0.4404,positive
0.104,0.896,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.172,0.69,0.138,-0.25,negative
0,0.857,0.143,0.3612,positive
0.177,0.823,0,-0.4215,negative
0.161,0.839,0,-0.4667,negative
0.065,0.753,0.183,0.4939,positive
0.278,0.534,0.189,-0.3612,negative
0,1,0,0,neutral
0,0.714,0.286,0.5267,positive
0,1,0,0,neutral
0,0.693,0.307,0.4767,positive
0,1,0,0,neutral
0.138,0.741,0.121,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.212,0.788,0,-0.5413,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.358,0.642,0,-0.5994,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.887,0.113,0.4939,positive
0,1,0,0,neutral
0.359,0.641,0,-0.8056,negative
0.142,0.858,0,-0.5859,negative
0.067,0.799,0.134,0.4767,positive
0,0.748,0.252,0.4019,positive
0,1,0,0,neutral
0,0.872,0.128,0.2263,positive
0,1,0,0,neutral
0,0.708,0.292,0.8519,positive
0,0.824,0.176,0.4939,positive
0,0.811,0.189,0.4215,positive
0,0.879,0.121,0.296,positive
0.252,0.748,0,-0.5719,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.231,0.769,0,-0.5574,negative
0,0.611,0.389,0.7906,positive
0.138,0.75,0.113,-0.1027,negative
0,1,0,0,neutral
0.228,0.551,0.22,-0.0258,neutral
0,1,0,0,neutral
0.089,0.701,0.21,0.4145,positive
0,1,0,0,neutral
0,0.819,0.181,0.6369,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.345,0.655,0,-0.7003,negative
0.202,0.798,0,-0.5106,negative
0.245,0.755,0,-0.5994,negative
0.244,0.756,0,-0.4404,negative
0,0.777,0.223,0.3182,positive
0,1,0,0,neutral
0,0.833,0.167,0.4939,positive
0.149,0.851,0,-0.2732,negative
0.182,0.511,0.307,0.5267,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.842,0.158,0.4939,positive
0,0.765,0.235,0.5574,positive
0,1,0,0,neutral
0.278,0.722,0,-0.6124,negative
0,0.845,0.155,0.539,positive
0.247,0.753,0,-0.3182,negative
0,1,0,0,neutral
0.145,0.855,0,-0.296,negative
0.238,0.762,0,-0.3612,negative
0,0.934,0.066,0.2263,positive
0.231,0.68,0.088,-0.4767,negative
0.135,0.705,0.16,0.1027,positive
0.243,0.757,0,-0.6705,negative
0,1,0,0,neutral
0.126,0.874,0,-0.1511,negative
0.075,0.804,0.121,0.2263,positive
0,1,0,0,neutral
0.08,0.774,0.146,0.2732,positive
0.227,0.702,0.07,-0.5859,negative
0.177,0.823,0,-0.4215,negative
0.355,0.645,0,-0.9001,negative
0.159,0.841,0,-0.5574,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.927,0.073,0.3818,positive
0.269,0.731,0,-0.7096,negative
0.078,0.783,0.139,0.34,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.358,0.642,0,-0.5994,negative
0.14,0.86,0,-0.3818,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.927,0.073,0.0258,neutral
0,0.806,0.194,0.5859,positive
0,1,0,0,neutral
0.18,0.82,0,-0.296,negative
0,1,0,0,neutral
0.136,0.755,0.109,-0.1779,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.216,0.737,0.047,-0.7866,negative
0.177,0.733,0.09,-0.3818,negative
0,0.897,0.103,0.34,positive
0,0.906,0.094,0.4215,positive
0,1,0,0,neutral
0.173,0.827,0,-0.3182,negative
0.104,0.896,0,-0.2732,negative
0,1,0,0,neutral
0.228,0.64,0.132,-0.2714,negative
0.05,0.95,0,-0.0516,negative
0,0.828,0.172,0.4019,positive
0,0.787,0.213,0.6597,positive
0.189,0.811,0,-0.2732,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.894,0.106,0.3612,positive
0.346,0.532,0.122,-0.6369,negative
0.204,0.659,0.138,-0.2732,negative
0.1,0.9,0,-0.25,negative
0.255,0.745,0,-0.5859,negative
0.202,0.798,0,-0.7964,negative
0.144,0.856,0,-0.4019,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.125,0.875,0,-0.4588,negative
0,0.824,0.176,0.4588,positive
0,1,0,0,neutral
0.143,0.857,0,-0.4588,negative
0.079,0.921,0,-0.4044,negative
0,1,0,0,neutral
0.189,0.811,0,-0.4939,negative
0.107,0.711,0.182,0.481,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.375,0.625,0,-0.5574,negative
0.22,0.78,0,-0.4767,negative
0.206,0.686,0.109,-0.4019,negative
0.196,0.804,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.271,0.729,0,-0.7717,negative
0.139,0.861,0,-0.2732,negative
0.117,0.811,0.072,-0.25,negative
0,0.64,0.36,0.5423,positive
0,1,0,0,neutral
0.122,0.878,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.198,0.761,0.041,-0.765,negative
0,1,0,0,neutral
0,0.764,0.236,0.5719,positive
0.438,0.562,0,-0.5994,negative
0,0.891,0.109,0.0258,neutral
0.128,0.872,0,-0.296,negative
0.185,0.815,0,-0.5945,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.247,0.753,0,-0.5574,negative
0.11,0.578,0.312,0.5904,positive
0.167,0.833,0,-0.296,negative
0,1,0,0,neutral
0,0.593,0.407,0.5859,positive
0,0.695,0.305,0.6908,positive
0.293,0.707,0,-0.4404,negative
0.107,0.893,0,-0.0516,negative
0,0.809,0.191,0.5423,positive
0,0.862,0.138,0.1531,positive
0,0.855,0.145,0.5267,positive
0.149,0.851,0,-0.2732,negative
0.302,0.604,0.094,-0.7351,negative
0.143,0.857,0,-0.4588,negative
